VP1	VP2	V1	V9	V13	V10	V3	V5	V4	V12	V11	V2	V6	V14	V7	V15	V8	V16	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
280020	261670	414490	361000	367170	422250	430950	317690	452060	378030	337890	393740	405620	404320	461570	531110	430060	420970	-1	18	14	13	48	44.4	44	28.467	0	91.024	14	Q6IRU2	Q6IRU2	Tropomyosin alpha-4 chain	Tpm4	3611	sp|Q6IRU2|TPM4_MOUSE Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3
994420	728810	1015100	1202300	1136700	1141000	1134900	1067300	1210400	1150600	1059900	1202800	994230	1127000	1011400	1022600	1161200	1025600	-1	13	13	2	38.4	38.4	10.9	25.171	0	67.138	42	Q6IRU5;Q6IRU5-3	Q6IRU5;Q6IRU5-3	Clathrin light chain B	Cltb	3612	sp|Q6IRU5|CLCB_MOUSE Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1;sp|Q6IRU5-3|CLCB_MOUSE Isoform 3 of Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	4.8	4.8	4.8	102.31	0	22.509	0	Q6KAQ7	Q6KAQ7	ZZ-type zinc finger-containing protein 3	Zzz3	3614	sp|Q6KAQ7|ZZZ3_MOUSE ZZ-type zinc finger-containing protein 3 OS=Mus musculus OX=10090 GN=Zzz3 PE=1 SV=2
474210	312540	576170	543800	530670	589040	616420	503830	640570	506250	509990	607460	595100	538860	578270	455390	614760	542840	-1	18	18	18	26.5	26.5	26.5	86.454	0	70.938	34	Q6KAR6	Q6KAR6	Exocyst complex component 3	Exoc3	3615	sp|Q6KAR6|EXOC3_MOUSE Exocyst complex component 3 OS=Mus musculus OX=10090 GN=Exoc3 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	2	2	2	147.46	0	34.678	1	Q6KAS7-2;Q6KAS7	Q6KAS7-2;Q6KAS7	Zinc finger protein 521	Znf521	3616	sp|Q6KAS7-2|ZN521_MOUSE Isoform 2 of Zinc finger protein 521 OS=Mus musculus OX=10090 GN=Znf521;sp|Q6KAS7|ZN521_MOUSE Zinc finger protein 521 OS=Mus musculus OX=10090 GN=Znf521 PE=1 SV=2
20318	12661	20829	23181	23008	23270	20599	19588	22024	23911	20593	23328	18640	22238	20884	21664	24599	17579	-1	7	7	7	23	23	23	35.411	0	42.717	8	Q6KAU4	Q6KAU4	Multivesicular body subunit 12B	Mvb12b	3617	sp|Q6KAU4|MB12B_MOUSE Multivesicular body subunit 12B OS=Mus musculus OX=10090 GN=Mvb12b PE=1 SV=2
4393.7998046875	3887.19995117188	3910.10009765625	5155.7001953125	4188.60009765625	5218.10009765625	3926.69995117188	3580.60009765625	5762	5147.2998046875	4933.89990234375	6486.2001953125	3576.5	5563.39990234375	5495.7998046875	7230.7998046875	5482.2998046875	5095.7998046875	-1	11	11	2	4.4	4.4	1	315.45	0	193.28	3	Q6KCD5;Q6KCD5-4	Q6KCD5	Nipped-B-like protein	Nipbl	3618	sp|Q6KCD5|NIPBL_MOUSE Nipped-B-like protein OS=Mus musculus OX=10090 GN=Nipbl PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	11	2	2	4.5	1	1	303.76	0	21.102	0	Q6KCD5-2	Q6KCD5-2	Nipped-B-like protein	Nipbl	3619	sp|Q6KCD5-2|NIPBL_MOUSE Isoform 2 of Nipped-B-like protein OS=Mus musculus OX=10090 GN=Nipbl
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	0.8	0.8	0.8	207.78	0	14.812	0	Q6NS46	Q6NS46	Protein RRP5 homolog	Pdcd11	3620	sp|Q6NS46|RRP5_MOUSE Protein RRP5 homolog OS=Mus musculus OX=10090 GN=Pdcd11 PE=1 SV=2
774400	515330	775350	979680	779370	1001200	1195600	908240	1086800	910290	878540	1099500	856070	806200	939960	407160	1233300	793170	-1	15	15	1	24.3	24.3	1.7	90.271	0	120.54	24	Q6NS52	Q6NS52	Diacylglycerol kinase beta	Dgkb	3621	sp|Q6NS52|DGKB_MOUSE Diacylglycerol kinase beta OS=Mus musculus OX=10090 GN=Dgkb PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	15	1	1	24.4	1.6	1.6	89.431	0	7.3682	1	Q6NS52-2	Q6NS52-2	Diacylglycerol kinase beta	Dgkb	3622	sp|Q6NS52-2|DGKB_MOUSE Isoform 2 of Diacylglycerol kinase beta OS=Mus musculus OX=10090 GN=Dgkb
2842.80004882813	1742.19995117188	2347	3259.19995117188	2500.80004882813	2732.5	2907.69995117188	2971.30004882813	3166.60009765625	2665.69995117188	4088.39990234375	3441	2331.60009765625	2375.10009765625	1871.90002441406	2728.30004882813	4638.5	2295.89990234375	-1	2	2	2	1.7	1.7	1.7	162.89	0.0041115	2.4926	3	Q6NS57;Q6NS57-2	Q6NS57;Q6NS57-2	Mitogen-activated protein kinase-binding protein 1	Mapkbp1	3623	sp|Q6NS57|MABP1_MOUSE Mitogen-activated protein kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Mapkbp1 PE=1 SV=1;sp|Q6NS57-2|MABP1_MOUSE Isoform 2 of Mitogen-activated protein kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Mapkbp1
493570	301960	563880	481200	547310	458640	532050	538690	540550	431010	504410	577120	544850	552850	415280	353980	549380	441650	-1	20	20	20	33.1	33.1	33.1	94.33	0	228.78	17	Q6NS60	Q6NS60	F-box only protein 41	Fbxo41	3624	sp|Q6NS60|FBX41_MOUSE F-box only protein 41 OS=Mus musculus OX=10090 GN=Fbxo41 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	4	4	4	7.1	7.1	7.1	37.838	0	10.652	0	Q6NS65	Q6NS65	Uracil nucleotide/cysteinyl leukotriene receptor	Gpr17	3625	sp|Q6NS65|GPR17_MOUSE Uracil nucleotide/cysteinyl leukotriene receptor OS=Mus musculus OX=10090 GN=Gpr17 PE=1 SV=1
802.010009765625	NaN	719.969970703125	471.279998779297	553.989990234375	603.119995117188	691.799987792969	791.849975585938	660.150024414063	582.840026855469	610.599975585938	645.390014648438	193.309997558594	237.300003051758	684.330017089844	1019.79998779297	540.150024414063	617.25	-1	5	5	5	11	11	11	83.158	0	179.72	1	Q6NS69	Q6NS69	APC membrane recruitment protein 3	Amer3	3626	sp|Q6NS69|AMER3_MOUSE APC membrane recruitment protein 3 OS=Mus musculus OX=10090 GN=Amer3 PE=2 SV=1
295.559997558594	509.980010986328	586.539978027344	577.700012207031	356.609985351563	477.480010986328	360.980010986328	672.309997558594	486.769989013672	716.169982910156	436.160003662109	950.489990234375	392.709991455078	NaN	759.919982910156	872.840026855469	708.849975585938	668.200012207031	-1	5	5	5	23.8	23.8	23.8	57.541	0	323.31	1	Q6NS82;Q6NS82-3;Q6NS82-2	Q6NS82;Q6NS82-3;Q6NS82-2	Protein FAM134A	Fam134a	3627	sp|Q6NS82|RETR2_MOUSE Reticulophagy regulator 2 OS=Mus musculus OX=10090 GN=Retreg2 PE=1 SV=2;sp|Q6NS82-3|RETR2_MOUSE Isoform 3 of Reticulophagy regulator 2 OS=Mus musculus OX=10090 GN=Retreg2;sp|Q6NS82-2|RETR2_MOUSE Isoform 2 of Reticulophagy regulator 2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	5.2	5.2	5.2	38.781	0.00054742	3.7316	1	Q6NSQ9	Q6NSQ9	Glucose-6-phosphatase 3	G6pc3	3628	sp|Q6NSQ9|G6PC3_MOUSE Glucose-6-phosphatase 3 OS=Mus musculus OX=10090 GN=G6pc3 PE=1 SV=1
62227	41129	61990	65625	62862	62725	65675	52400	68843	66014	59862	75552	62094	63202	76394	103430	72267	71159	-1	5	5	5	12.2	12.2	12.2	55.939	0	49.394	5	Q6NSR8	Q6NSR8	Probable aminopeptidase NPEPL1	Npepl1	3629	sp|Q6NSR8|PEPL1_MOUSE Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1
79017	56488	99083	89014	91522	103590	114560	91608	109550	86659	100020	105590	96667	100410	100090	127630	113660	88159	-1	23	23	23	21.2	21.2	21.2	173.35	0	323.31	17	Q6NSW3-4;Q6NSW3-2;Q6NSW3;Q6NSW3-3	Q6NSW3-4;Q6NSW3-2;Q6NSW3;Q6NSW3-3	A-kinase anchor protein SPHKAP	Sphkap	3631	sp|Q6NSW3-4|SPKAP_MOUSE Isoform 4 of A-kinase anchor protein SPHKAP OS=Mus musculus OX=10090 GN=Sphkap;sp|Q6NSW3-2|SPKAP_MOUSE Isoform 2 of A-kinase anchor protein SPHKAP OS=Mus musculus OX=10090 GN=Sphkap;sp|Q6NSW3|SPKAP_MOUSE A-kinase anchor protein SPHK
35135	22631	36923	30588	26855	35574	35288	32751	39028	31769	32596	33034	32332	30644	39333	42737	39065	32131	-1	4	4	4	32	32	32	16.637	0	11.173	4	Q6NT99	Q6NT99	Dual specificity protein phosphatase 23	Dusp23	3632	sp|Q6NT99|DUS23_MOUSE Dual specificity protein phosphatase 23 OS=Mus musculus OX=10090 GN=Dusp23 PE=1 SV=1
4846.2998046875	2973.39990234375	4058.60009765625	5214.10009765625	3979.69995117188	6086.89990234375	6805	4757.5	7268.2001953125	7154.89990234375	3618	6022.5	4671.89990234375	4483.39990234375	5947.2998046875	6634.2001953125	6784.7998046875	5404	-1	6	2	2	16	5.6	5.6	43.191	0.0008118	3.4804	2	Q6NTA4	Q6NTA4	Ras-related GTP-binding protein B	Rragb	3633	sp|Q6NTA4|RRAGB_MOUSE Ras-related GTP-binding protein B OS=Mus musculus OX=10090 GN=Rragb PE=1 SV=1
210360	135310	226860	219900	221170	232990	234540	218080	269030	214460	222050	254020	227140	232360	223600	270890	267290	207840	-1	13	13	13	13.4	13.4	13.4	118.26	0	248.91	13	Q6NV83;Q6NV83-2;Q6NV83-3	Q6NV83;Q6NV83-2;Q6NV83-3	U2 snRNP-associated SURP motif-containing protein	U2surp	3634	sp|Q6NV83|SR140_MOUSE U2 snRNP-associated SURP motif-containing protein OS=Mus musculus OX=10090 GN=U2surp PE=1 SV=3;sp|Q6NV83-2|SR140_MOUSE Isoform 2 of U2 snRNP-associated SURP motif-containing protein OS=Mus musculus OX=10090 GN=U2surp;sp|Q6NV83-3|SR140
401820	287380	469080	457680	445480	505850	530930	433420	499800	463940	461070	514270	470920	462630	503130	410260	560010	465910	-1	32	32	32	45.9	45.9	45.9	101.55	0	323.31	28	Q6NVE8;Q6NVE8-2	Q6NVE8	WD repeat-containing protein 44	Wdr44	3635	sp|Q6NVE8|WDR44_MOUSE WD repeat-containing protein 44 OS=Mus musculus OX=10090 GN=Wdr44 PE=1 SV=1
81455	49424	65808	67563	76030	76695	80620	63475	103690	80217	72410	89857	71424	70333	80234	89728	97417	70284	-1	6	6	6	32.3	32.3	32.3	33.048	0	77.197	6	Q6NVE9;Q6NVE9-2	Q6NVE9	Protein phosphatase PTC7 homolog	Pptc7	3636	sp|Q6NVE9|PPTC7_MOUSE Protein phosphatase PTC7 homolog OS=Mus musculus OX=10090 GN=Pptc7 PE=1 SV=1
300350	193350	288160	294170	256310	332210	357610	241180	310450	282130	267910	324660	307340	281040	340390	261550	367980	314280	-1	14	14	14	13.7	13.7	13.7	104.28	0	32.727	18	Q6NVF0;Q6NVF0-2	Q6NVF0;Q6NVF0-2	Inositol polyphosphate 5-phosphatase OCRL-1	Ocrl	3637	sp|Q6NVF0|OCRL_MOUSE Inositol polyphosphate 5-phosphatase OCRL OS=Mus musculus OX=10090 GN=Ocrl PE=1 SV=1;sp|Q6NVF0-2|OCRL_MOUSE Isoform 2 of Inositol polyphosphate 5-phosphatase OCRL OS=Mus musculus OX=10090 GN=Ocrl
405.839996337891	674.359985351563	522.280029296875	826.72998046875	677.150024414063	956.710021972656	1267	915.190002441406	605.679992675781	986.75	1559	2242	1593.69995117188	1186.30004882813	927.400024414063	1354.59997558594	1202.09997558594	1509.30004882813	-1	3	3	3	4.8	4.8	4.8	121.47	0.00014603	5.6199	1	Q6NVF4	Q6NVF4	DNA helicase B	Helb	3638	sp|Q6NVF4|HELB_MOUSE DNA helicase B OS=Mus musculus OX=10090 GN=Helb PE=1 SV=2
129290	90683	137610	133320	138330	140170	157550	129240	159610	128900	132930	152540	143120	151390	148450	156390	163690	117330	-1	5	5	5	12.2	12.2	12.2	59.152	0	55.499	8	Q6NVF9	Q6NVF9	Cleavage and polyadenylation specificity factor subunit 6	Cpsf6	3639	sp|Q6NVF9|CPSF6_MOUSE Cleavage and polyadenylation specificity factor subunit 6 OS=Mus musculus OX=10090 GN=Cpsf6 PE=1 SV=1
411350	257050	415510	487150	424810	386630	488590	387020	465520	447800	435700	539470	453400	437680	380260	406620	492550	414490	-1	8	8	8	23.5	23.5	23.5	57.143	0	85.263	14	Q6NVG1	Q6NVG1	Lysophospholipid acyltransferase LPCAT4	Lpcat4	3640	sp|Q6NVG1|LPCT4_MOUSE Lysophospholipid acyltransferase LPCAT4 OS=Mus musculus OX=10090 GN=Lpcat4 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	9.8	9.8	9.8	25.009	0.0075	2.0872	0	Q6NVG5	Q6NVG5	Melanoregulin	Mreg	3641	sp|Q6NVG5|MREG_MOUSE Melanoregulin OS=Mus musculus OX=10090 GN=Mreg PE=1 SV=1
36954	25220	37388	36303	33137	43112	39752	30834	45539	45392	49140	47881	39008	38805	50007	40988	54150	41382	-1	3	3	3	3.2	3.2	3.2	134.8	0	12.772	3	Q6NWV3;Q6NWV3-2	Q6NWV3;Q6NWV3-2	Intraflagellar transport protein 122 homolog	Ift122	3642	sp|Q6NWV3|IF122_MOUSE Intraflagellar transport protein 122 homolog OS=Mus musculus OX=10090 GN=Ift122 PE=1 SV=1;sp|Q6NWV3-2|IF122_MOUSE Isoform 2 of Intraflagellar transport protein 122 homolog OS=Mus musculus OX=10090 GN=Ift122
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	9.2	9.2	9.2	41.307	0	57.925	0	Q6NXH3-3;Q6NXH3;Q6NXH3-2	Q6NXH3-3;Q6NXH3;Q6NXH3-2	Vasculin	Gpbp1	3643	sp|Q6NXH3-3|GPBP1_MOUSE Isoform 3 of Vasculin OS=Mus musculus OX=10090 GN=Gpbp1;sp|Q6NXH3|GPBP1_MOUSE Vasculin OS=Mus musculus OX=10090 GN=Gpbp1 PE=1 SV=1;sp|Q6NXH3-2|GPBP1_MOUSE Isoform 2 of Vasculin OS=Mus musculus OX=10090 GN=Gpbp1
17344	12423	26802	24482	23081	21402	25865	20005	28596	20594	21108	27721	22244	26380	24416	30876	29333	21213	-1	10	10	10	11.4	11.4	11.4	151.4	0	222.19	7	Q6NXI6-2;Q6NXI6	Q6NXI6-2;Q6NXI6	Regulation of nuclear pre-mRNA domain-containing protein 2	Rprd2	3644	sp|Q6NXI6-2|RPRD2_MOUSE Isoform 2 of Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rprd2;sp|Q6NXI6|RPRD2_MOUSE Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rprd2 PE=1 SV=1
38959	28131	47368	40792	41168	45199	48209	39339	47113	39678	33864	47270	48811	42536	40487	38717	49325	43863	-1	6	6	6	7	7	7	132.62	0	50.677	6	Q6NXJ0	Q6NXJ0	Protein WWC2	Wwc2	3645	sp|Q6NXJ0|WWC2_MOUSE Protein WWC2 OS=Mus musculus OX=10090 GN=Wwc2 PE=1 SV=1
43053	24406	35233	34778	36737	40122	40296	35852	42918	37950	33697	40030	36735	36420	39681	32516	41632	32226	-1	7	7	7	11.3	11.3	11.3	110.95	0	104.77	4	Q6NXK2;Q6NXK2-2	Q6NXK2;Q6NXK2-2	Zinc finger protein 532	Znf532	3646	sp|Q6NXK2|ZN532_MOUSE Zinc finger protein 532 OS=Mus musculus OX=10090 GN=Znf532 PE=1 SV=1;sp|Q6NXK2-2|ZN532_MOUSE Isoform 2 of Zinc finger protein 532 OS=Mus musculus OX=10090 GN=Znf532
1454300	1000700	1521000	1635300	1501200	1589300	1753600	1447300	1675900	1566600	1586300	1818000	1652700	1635200	1536100	1193200	1918300	1610800	-1	24	22	22	31.7	29.6	29.6	90.825	0	323.31	38	Q6NXK7	Q6NXK7	Inactive dipeptidyl peptidase 10	Dpp10	3647	sp|Q6NXK7|DPP10_MOUSE Inactive dipeptidyl peptidase 10 OS=Mus musculus OX=10090 GN=Dpp10 PE=1 SV=1
93874	73310	122550	136610	119630	134990	138420	115580	142040	116630	122790	145430	127730	124560	133170	104550	143700	123200	-1	5	5	5	12	12	12	59.667	0	112.68	4	Q6NXK8;Q6NXK8-2	Q6NXK8	Acid-sensing ion channel 1	Asic1	3648	sp|Q6NXK8|ASIC1_MOUSE Acid-sensing ion channel 1 OS=Mus musculus OX=10090 GN=Asic1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	15.8	15.8	15.8	14.79	0	210.44	0	Q6NXN1-2;Q6NXN1	Q6NXN1-2;Q6NXN1	SUZ domain-containing protein 1	Szrd1	3649	sp|Q6NXN1-2|SZRD1_MOUSE Isoform 2 of SUZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Szrd1;sp|Q6NXN1|SZRD1_MOUSE SUZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Szrd1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	1	1	17.3	9.6	9.6	27.172	0	17.207	0	Q6NZA9	Q6NZA9	Transcription initiation factor TFIID subunit 9B	Taf9b	3650	sp|Q6NZA9|TAF9B_MOUSE Transcription initiation factor TFIID subunit 9B OS=Mus musculus OX=10090 GN=Taf9b PE=1 SV=2
237450	166070	236810	258200	227680	243320	264630	227900	284240	266030	235840	275320	216070	238530	253730	313630	277710	212620	-1	9	9	8	34.4	34.4	23.7	29.812	0	24.316	15	Q6NZB0	Q6NZB0	DnaJ homolog subfamily C member 8	Dnajc8	3651	sp|Q6NZB0|DNJC8_MOUSE DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2
163240	100070	160460	148840	161050	168030	176780	147530	180490	155260	139620	173370	167050	164580	174630	173900	194540	158200	-1	13	13	13	14.2	14.2	14.2	110.78	0	45.386	12	Q6NZC7	Q6NZC7	SEC23-interacting protein	Sec23ip	3652	sp|Q6NZC7|S23IP_MOUSE SEC23-interacting protein OS=Mus musculus OX=10090 GN=Sec23ip PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	6.8	6.8	6.8	24.441	0.003739	2.5531	0	Q6NZE7-4;Q6NZE7-3;Q6NZE7;Q6NZE7-2	Q6NZE7-4;Q6NZE7-3;Q6NZE7;Q6NZE7-2	Protein FAM122B	Fam122b	3653	sp|Q6NZE7-4|F122B_MOUSE Isoform 4 of Protein FAM122B OS=Mus musculus OX=10090 GN=Fam122b;sp|Q6NZE7-3|F122B_MOUSE Isoform 3 of Protein FAM122B OS=Mus musculus OX=10090 GN=Fam122b;sp|Q6NZE7|F122B_MOUSE Protein FAM122B OS=Mus musculus OX=10090 GN=Fam122b PE=1
38032	28985	41980	40952	41207	47636	52103	38569	54670	40696	39337	48069	41610	43930	42099	48037	48798	40654	-1	7	7	7	16.8	16.8	16.8	86.491	0	47.534	7	Q6NZF1	Q6NZF1	Zinc finger CCCH domain-containing protein 11A	Zc3h11a	3654	sp|Q6NZF1|ZC11A_MOUSE Zinc finger CCCH domain-containing protein 11A OS=Mus musculus OX=10090 GN=Zc3h11a PE=1 SV=1
858400	541680	955630	909530	875320	961930	1024100	849120	1012400	857010	811920	1039800	974320	909450	997990	897100	1084900	934370	-1	35	30	30	23.6	20.6	20.6	176.07	0	195.76	34	Q6NZJ6;Q6NZJ6-2	Q6NZJ6;Q6NZJ6-2	Eukaryotic translation initiation factor 4 gamma 1	Eif4g1	3655	sp|Q6NZJ6|IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1;sp|Q6NZJ6-2|IF4G1_MOUSE Isoform 2 of Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	11.2	11.2	11.2	22.047	0.0097483	1.8861	0	Q6NZK5-2;Q6NZK5	Q6NZK5-2;Q6NZK5	Uncharacterized protein KIAA1328	Kiaa1328	3656	sp|Q6NZK5-2|K1328_MOUSE Isoform 2 of Protein hinderin OS=Mus musculus OX=10090 GN=Kiaa1328;sp|Q6NZK5|K1328_MOUSE Protein hinderin OS=Mus musculus OX=10090 GN=Kiaa1328 PE=1 SV=2
79219	45634	76062	74018	60443	96255	79292	63121	87762	83726	70233	87603	77083	82961	97282	70301	103820	76860	-1	8	8	8	6.8	6.8	6.8	90.963	0	30.077	6	Q6NZK8-3;Q6NZK8;Q6NZK8-2	Q6NZK8-3;Q6NZK8;Q6NZK8-2	Protein tyrosine phosphatase domain-containing protein 1	Ptpdc1	3657	sp|Q6NZK8-3|PTPC1_MOUSE Isoform 3 of Protein tyrosine phosphatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ptpdc1;sp|Q6NZK8|PTPC1_MOUSE Protein tyrosine phosphatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ptpdc1 PE=1 SV=1;sp|
739600	533440	812220	889330	826230	915420	952300	819670	944740	862520	785080	922290	796660	893970	893080	829450	909090	830480	-1	38	38	35	38.4	38.4	36.7	103.48	0	246.14	39	Q6NZL0	Q6NZL0	Protein SOGA3	Soga3	3658	sp|Q6NZL0|SOGA3_MOUSE Protein SOGA3 OS=Mus musculus OX=10090 GN=Soga3 PE=1 SV=2
31971	24860	32256	38099	38516	29117	37252	31952	35985	33880	26955	38583	31215	30449	31880	28458	37409	33368	-1	13	13	11	15.2	15.2	13.5	118.56	0	154.23	7	Q6NZM9;Q6NZM9-2	Q6NZM9;Q6NZM9-2	Histone deacetylase 4	Hdac4	3659	sp|Q6NZM9|HDAC4_MOUSE Histone deacetylase 4 OS=Mus musculus OX=10090 GN=Hdac4 PE=1 SV=1;sp|Q6NZM9-2|HDAC4_MOUSE Isoform 2 of Histone deacetylase 4 OS=Mus musculus OX=10090 GN=Hdac4
207100	141770	226520	227390	212090	220720	236330	203060	259720	218330	224930	263450	237330	227020	235800	260770	265050	226560	-1	15	15	15	17.5	17.5	17.5	111.27	0	67.068	19	Q6NZN0-5;Q6NZN0-3;Q6NZN0-4;Q6NZN0-2;Q6NZN0	Q6NZN0-5;Q6NZN0-3;Q6NZN0-4;Q6NZN0-2;Q6NZN0	RNA-binding protein 26	Rbm26	3660	sp|Q6NZN0-5|RBM26_MOUSE Isoform 5 of RNA-binding protein 26 OS=Mus musculus OX=10090 GN=Rbm26;sp|Q6NZN0-3|RBM26_MOUSE Isoform 3 of RNA-binding protein 26 OS=Mus musculus OX=10090 GN=Rbm26;sp|Q6NZN0-4|RBM26_MOUSE Isoform 4 of RNA-binding protein 26 OS=Mus m
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.8	4.8	4.8	19.483	0.00014732	5.973	0	Q6NZQ6-2;Q6NZQ6	Q6NZQ6-2;Q6NZQ6	Zinc finger protein 740	Znf740	3661	sp|Q6NZQ6-2|ZN740_MOUSE Isoform 2 of Zinc finger protein 740 OS=Mus musculus OX=10090 GN=Znf740;sp|Q6NZQ6|ZN740_MOUSE Zinc finger protein 740 OS=Mus musculus OX=10090 GN=Znf740 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	6	6	6	31.947	0.0020956	2.8023	0	Q6NZQ8-5;Q6NZQ8-3;Q6NZQ8	Q6NZQ8-5;Q6NZQ8-3;Q6NZQ8	E3 ubiquitin-protein ligase MARCH1	March1	3662	sp|Q6NZQ8-5|MARH1_MOUSE Isoform 5 of E3 ubiquitin-protein ligase MARCHF1 OS=Mus musculus OX=10090 GN=Marchf1;sp|Q6NZQ8-3|MARH1_MOUSE Isoform 3 of E3 ubiquitin-protein ligase MARCHF1 OS=Mus musculus OX=10090 GN=Marchf1;sp|Q6NZQ8|MARH1_MOUSE E3 ubiquitin-pro
439060	271570	398660	376630	410580	412890	487620	366650	443160	386510	374130	431690	412680	417040	461650	582990	486390	378680	-1	8	8	8	43.7	43.7	43.7	20.296	0	38.867	11	Q6P069-2;Q6P069	Q6P069-2;Q6P069	Sorcin	Sri	3663	sp|Q6P069-2|SORCN_MOUSE Isoform 2 of Sorcin OS=Mus musculus OX=10090 GN=Sri;sp|Q6P069|SORCN_MOUSE Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1
1238300	868700	1480300	1437500	1325300	1433100	1656800	1381700	1511700	1385900	1312400	1540100	1443300	1498800	1501200	1400700	1628000	1355200	-1	22	22	21	41.1	41.1	40	69.59	0	141.97	32	Q6P1B1	Q6P1B1	Xaa-Pro aminopeptidase 1	Xpnpep1	3664	sp|Q6P1B1|XPP1_MOUSE Xaa-Pro aminopeptidase 1 OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	12.9	12.9	12.9	29.743	0	316.26	0	Q6P1B3	Q6P1B3	PILR alpha-associated neural protein	Pianp	3665	sp|Q6P1B3|PIANP_MOUSE PILR alpha-associated neural protein OS=Mus musculus OX=10090 GN=Pianp PE=1 SV=1
